Postal Code,VIN,Stock Num,MSRP,Year,Make,Model,Ext. Warranty Miles,Lender,Purchase Date,Sales Type,Purchase Type,Sale Price
62626,5XXGR4A63DG192422,K27991,"$35,684.00 ",2013,KIA,OPTIMA,100007,KIA MOTORS FINANCE,3/18/2013 0:00,Used Vehicle,Finance,"$35,684.00 "
62703,2C4RDGBG3DR660611,24261,"$23,265.00 ",2013,DODGE TRUCK,GRAND CARAVAN,0,CONVERSION - DO NOT USE,5/10/2013 0:00,New Vehicle,Cash,"$23,265.00 "
58201,3C7WDLEL7CG340185,23792,"$45,570.70 ",2012,DODGE TRUCK,RAM CC 4500,0,CHRYSLER CAPITAL,5/10/2013 0:00,New Vehicle,Finance,"$45,570.70 "
62612,1C6RR7FP6DS522644,24451,"$31,205.00 ",2013,DODGE TRUCK,RAM 1500,0,HEARTLAND,5/14/2013 0:00,New Vehicle,Finance,"$31,205.00 "
62629,1HD1FB417AB646206,25216AA,"$11,800.00 ",2010,HARLEY DAVIDSON,FLHR,0,CEFCU,11/2/2013 0:00,Used Vehicle,Cash,"$11,800.00 "
62675,3C6UR5FL8DG603874,24702,"$53,455.00 ",2013,DODGE TRUCK,RAM 2500,0,CONVERSION - DO NOT USE,11/4/2013 0:00,New Vehicle,Cash,"$59,091.00 "
62557,1C3CDFAA9DD131586,88120,"$13,743.70 ",2013,DODGE,DART,0,CONVERSION - DO NOT USE,11/7/2013 0:00,Used Vehicle,Cash,"$13,743.70 "
63401,JF2GPAGC4E8208845,44213,"$24,433.00 ",2014,SUBARU,XV CROSSTREK,0,CONVERSION - DO NOT USE,11/9/2013 0:00,New Vehicle,Cash,"$24,433.00 "
62711,5TDBK3EH4BS080874,K28301A,"$25,457.00 ",2011,TOYOTA,HIGHLANDER,0,CONVERSION - DO NOT USE,1/21/2014 0:00,Used Vehicle,Finance,"$25,457.00 "
62693,3C6TRVAG1EE101808,25454,"$31,747.00 ",2014,DODGE TRUCK,RAM 1500,0,US BANK NA,3/29/2014 0:00,New Vehicle,Finance,"$31,747.00 "
62557,3C3CDYBT3EG166916,25465,"$32,500.00 ",2014,DODGE,CHALLENGER,0,CHRYSLER CAPITAL,3/31/2014 0:00,New Vehicle,Finance,"$32,500.00 "
62613,3C7WRTCL6DG606138,24619,"$43,143.00 ",2013,DODGE TRUCK,RAM 3500,0,JP MORGAN CHASE BANK NA,3/31/2014 0:00,New Vehicle,Finance,"$43,143.00 "
62684,1N4BL11D65C230239,88188,"$10,234.00 ",2005,NISSAN,ALTIMA,0,JP MORGAN CHASE BANK NA,6/6/2014 0:00,Used Vehicle,Finance,"$10,234.00 "
62092,4S4BRCLC9E3298037,44377,"$29,089.95 ",2014,SUBARU,OUTBACK WAGON,0,JP MORGAN CHASE BANK NA,8/6/2014 0:00,New Vehicle,Finance,"$29,089.95 "
62708,3C4PDDGG6ET316056,25704,"$28,607.00 ",2014,DODGE TRUCK,JOURNEY,0,CONVERSION - DO NOT USE,8/8/2014 0:00,New Vehicle,Cash,"$28,607.00 "
66211,1C6RR7GMXES279619,25448,$1.00 ,2014,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,10/9/2014 0:00,New Vehicle,Cash,$1.00 
62650,5XXGM4A71FG356969,K28489,"$19,770.00 ",2015,KIA,OPTIMA,0,CONVERSION - DO NOT USE,12/17/2014 0:00,New Vehicle,Cash,"$19,770.00 "
62544,1B7GL22X2XS109621,36642B,$1.00 ,1999,DODGE TRUCK,DAKOTA,0,CONVERSION - DO NOT USE,12/19/2014 0:00,Used Vehicle,Finance,$1.00 
62638,1G1P75SZ9E7100852,88237,"$16,852.00 ",2014,CHEVROLET,CRUZE,85088,HEARTLAND CREDIT UNION,12/20/2014 0:00,Used Vehicle,Finance,"$16,852.00 "
61520,5XXGN4A74FG385413,K28566,"$28,605.00 ",2015,KIA,OPTIMA,0,CONVERSION - DO NOT USE,12/22/2014 0:00,New Vehicle,Cash,"$28,605.00 "
62353,1C6RR7KT4ES365734,25845,"$40,050.00 ",2014,DODGE TRUCK,RAM 1500,0,JP MORGAN CHASE BANK NA,12/23/2014 0:00,New Vehicle,Finance,"$40,050.00 "
62515,3C6UR5DJ2FG587255,26662,"$50,465.00 ",2015,DODGE TRUCK,RAM 2500,0,CONVERSION - DO NOT USE,2/28/2015 0:00,New Vehicle,Cash,"$50,465.00 "
62067,2CTALBEW4A6378033,26691A,"$12,300.00 ",2010,GMC,TERRAIN,0,1st MID AMERICA,4/3/2015 0:00,Used Vehicle,Finance,"$12,300.00 "
62526,3C6TRVAGXEE103086,26368A,"$24,992.00 ",2014,RAM,RAM 1500,0,CONVERSION - DO NOT USE,4/8/2015 0:00,New Vehicle,Cash,"$24,992.00 "
62712,2C3CDZBT7FH811204,26731,"$43,036.00 ",2015,DODGE,CHALLENGER,0,CONVERSION - DO NOT USE,6/19/2015 0:00,New Vehicle,Cash,"$43,036.00 "
62704,3C6JR7DG4FG597658,26924,"$33,033.57 ",2015,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,8/17/2015 0:00,New Vehicle,Cash,"$33,033.57 "
62611,1FTMF1CWXAKC10553,88407,"$15,912.00 ",2010,FORD TRUCK,F-150,0,1st MID AMERICA,8/17/2015 0:00,Used Vehicle,Finance,"$15,912.00 "
63366,JF1VA1B67G9809288,44899,"$26,773.00 ",2016,SUBARU,WRX,125000,HEARTLAND,8/19/2015 0:00,New Vehicle,Finance,"$26,773.00 "
62664,4S3BNBN61F3074957,44891,"$28,656.00 ",2015,SUBARU,LEGACY,75000,JP MORGAN CHASE BANK NA,8/21/2015 0:00,New Vehicle,Finance,"$28,656.00 "
62681,4S4BSBNC8G3238054,44985,"$35,009.00 ",2016,SUBARU,OUTBACK WAGON,0,CONVERSION - DO NOT USE,10/27/2015 0:00,New Vehicle,Cash,"$35,009.00 "
62668,2G1FK1EJXA9119055,88442,"$21,995.00 ",2010,CHEVROLET,CAMARO,0,HEARTLAND,10/28/2015 0:00,Used Vehicle,Finance,"$21,995.00 "
62712,3C6TR5HT2EG121086,88450A,"$29,731.73 ",2014,RAM,RAM 2500,0,CONVERSION - DO NOT USE,1/19/2016 0:00,New Vehicle,Finance,"$29,731.73 "
62711,3C4PDCBB5ET134872,27698A,"$15,500.00 ",2014,DODGE TRUCK,JOURNEY,0,CEFCU,3/26/2016 0:00,New Vehicle,Finance,"$15,500.00 "
62704,WAUDF78E87A057458,27712A,"$9,000.00 ",2007,AUDI,A4,0,CONVERSION - DO NOT USE,3/29/2016 0:00,Used Vehicle,Cash,"$9,000.00 "
62704,KNAFE121145011781,27646A,"$1,800.00 ",2004,KIA,SPECTRA,0,CONVERSION - DO NOT USE,3/30/2016 0:00,Used Vehicle,Cash,"$1,800.00 "
62560,3C7WRMBJ9GG282256,27831,"$53,978.00 ",2016,DODGE TRUCK,RAM CC 5500,0,CONVERSION - DO NOT USE,3/31/2016 0:00,New Vehicle,Cash,"$53,978.00 "
62684,1FDRF3GT0FEA20778,26938A,"$39,801.00 ",2015,FORD TRUCK,SUPER DUTY F-35,0,CONVERSION - DO NOT USE,5/2/2016 0:00,Used Vehicle,Cash,"$39,801.00 "
60827,2GNALDEK5C6396622,88539,"$14,995.00 ",2012,CHEVROLET TRUCK,EQUINOX,0,CEFCU,7/20/2016 0:00,Used Vehicle,Finance,"$12,986.00 "
62568,JHMCG5659XC039654,27660N,"$2,199.00 ",1999,HONDA,ACCORD SDN,0,,9/29/2016 0:00,Used Vehicle,Cash,"$1,500.00 "
62702,2C4RDGCGXCR333085,88500A,"$13,995.00 ",2012,DODGE TRUCK,GRAND CARAVAN,36000,CEFCU,9/29/2016 0:00,Used Vehicle,Finance,"$10,979.73 "
62711,4T1CA30PX6U089467,K29132A,"$8,995.00 ",2006,TOYOTA,CAMRY SOLARA,0,,10/4/2016 0:00,Used Vehicle,Cash,"$5,597.00 "
62675,1B3ES56C93D101339,27657A,"$13,995.00 ",2003,DODGE,NEON,0,,10/7/2016 0:00,Used Vehicle,Cash,$0.00 
62707,2C4RDGEG1GR255833,88571,"$23,995.00 ",2016,DODGE,GRAND CARAVAN,75000,CAPITAL ONE AUTO FINANCE,10/8/2016 0:00,Used Vehicle,Finance,"$23,589.00 "
62702,1HD1BJY116Y042767,K29153B,"$24,995.00 ",2006,HARLEY DAVIDSON,HERITAGE,0,HEARTLAND,10/8/2016 0:00,Used Vehicle,Finance,"$6,000.00 "
62711,1C4RDJEG2HC639238,29021,"$48,380.00 ",2017,DODGE TRUCK,DURANGO,60000,CEFCU,10/8/2016 0:00,New Vehicle,Finance,"$46,442.00 "
61411,1GT121E80CF176700,28010A,"$30,995.00 ",2012,GMC,SIERRA 2500HD,0,,10/10/2016 0:00,Used Vehicle,Cash,"$27,555.00 "
62561-9610,2C3CDZBT8FH889278,27954A,"$31,499.00 ",2015,DODGE,CHALLENGER,0,HEARTLAND,10/12/2016 0:00,Used Vehicle,Finance,"$31,000.00 "
62701,3C4PDCAB2GT234416,28015,"$24,584.00 ",2016,DODGE TRUCK,JOURNEY,0,,12/28/2016 0:00,New Vehicle,Cash,"$23,760.00 "
62711,1FTFX1ET4EKF89676,88601,"$33,095.00 ",2014,FORD,F-150,0,,12/29/2016 0:00,Used Vehicle,Cash,"$27,456.00 "
62366-2126,4S4BSANC0H3303300,45525,"$35,617.00 ",2017,SUBARU,OUTBACK,0,,12/29/2016 0:00,Used Vehicle,Cash,"$34,417.00 "
50316,JM3KE4CE9D0146533,88583A,"$18,900.00 ",2013,MAZDA,CX-5,48000,PNC BANK NA,12/30/2016 0:00,Used Vehicle,Finance,"$16,600.00 "
62629,1D7RV1GP7BS507055,27865A,"$19,900.00 ",2011,RAM,1500,36000,HEARTLAND CREDIT UNION,12/31/2016 0:00,Used Vehicle,Finance,"$19,490.00 "
62702,1D7RB1CT1AS248993,29214A,"$23,990.00 ",2010,DODGE,RAM 1500 (5.7L),0,,3/21/2017 0:00,Used Vehicle,Cash,"$23,990.00 "
62615,1B3HB48B57D552026,88644,"$6,990.00 ",2007,DODGE,CALIBER (2.0L),0,,3/23/2017 0:00,Used Vehicle,Cash,"$3,000.00 "
62704,WBANV13538BZ47468,45568A,"$9,990.00 ",2008,BMW,5 SERIES,0,,3/23/2017 0:00,Used Vehicle,Cash,"$8,000.00 "
62688,1C3CDFFA2GD819989,28039,"$22,785.00 ",2016,DODGE,DART,100000,,3/24/2017 0:00,New Vehicle,Cash,"$22,490.00 "
62650,1G4PR5SK4E4187514,45415B,"$15,990.00 ",2014,BUICK,VERANO,0,,3/24/2017 0:00,Used Vehicle,Cash,"$12,700.00 "
55428,3C4PDCAB1HT609455,29267,"$25,004.00 ",2017,DODGE,JOURNEY,75000,AMERICREDIT FINANCIAL SERVICES INC,5/26/2017 0:00,New Vehicle,Finance,"$24,382.00 "
62523,1GTW7FCA8B1107405,88669,"$14,990.00 ",2011,GMC,SAVANA CARGO VAN,0,,5/26/2017 0:00,Used Vehicle,Cash,"$13,000.00 "
62526,5NPEC4AC0DH626640,29296A,"$12,990.00 ",2013,HYUNDAI,SONATA,0,PRESTIGE FINANCIAL SERVICES INC,5/26/2017 0:00,Used Vehicle,Finance,"$11,738.00 "
62670,5GZCZ33D26S862845,29098BB,"$2,400.00 ",2006,SATURN,VUE,0,,5/26/2017 0:00,Used Vehicle,Cash,"$1,971.32 "
62558,3C6UR5NL0HG590724,29151,"$70,025.00 ",2017,RAM,2500,0,,5/26/2017 0:00,New Vehicle,Cash,"$63,400.00 "
62704,JM1BL1L71D1722706,49488B,"$14,999.00 ",2013,MAZDA,MAZDA3,0,,5/27/2017 0:00,Used Vehicle,Cash,"$10,490.00 "
62650-6801,JF2SJALC0HH564862,45647,"$32,758.00 ",2017,SUBARU,FORESTER,0,,5/27/2017 0:00,Used Vehicle,Cash,"$29,999.00 "
63822,1C6RR7PT1HS746180,29293,"$56,459.00 ",2017,RAM,1500,0,CHRYSLER CAPITAL,5/27/2017 0:00,New Vehicle,Finance,"$52,650.00 "
62650,2C3CDXHG3EH159338,29206A,"$19,990.00 ",2014,DODGE,CHARGER,75000,CEFCU,5/27/2017 0:00,Used Vehicle,Finance,"$19,826.00 "
62535,JF2GPABC1HH267153,45701,"$24,605.00 ",2017,SUBARU,CROSSTREK,75000,CEFCU,5/31/2017 0:00,New Vehicle,Finance,"$23,488.00 "
62704,1D7HA16D25J605726,29205A,"$8,990.00 ",2005,DODGE,RAM 1500 (5.7L),0,CEFCU,8/10/2017 0:00,Used Vehicle,Finance,"$7,000.00 "
62704,4S4BSBCC7F3215544,45616A,"$26,990.00 ",2015,SUBARU,OUTBACK,0,PNC BANK NA,8/12/2017 0:00,Used Vehicle,Finance,"$23,000.00 "
63124,1C4BJWDG1GL187760,29385B,"$44,990.00 ",2016,JEEP,WRANGLER UNLIMITED,0,US BANK NA,8/12/2017 0:00,Used Vehicle,Finance,"$39,400.00 "
62702,1C3CDFAA3ED738178,28023A,"$10,990.00 ",2014,DODGE,DART,0,CEFCU,8/14/2017 0:00,Used Vehicle,Finance,"$7,806.00 "
62629-1204,1N6AD0FV9CC455800,88726,"$24,200.00 ",2012,NISSAN,FRONTIER,0,HEARTLAND CREDIT UNION,8/14/2017 0:00,Used Vehicle,Finance,"$24,200.00 "
46902,1N4AL3AP7GC211025,88738,"$16,500.00 ",2016,NISSAN,ALTIMA,0,PRESTIGE FINANCIAL SERVICES INC,8/15/2017 0:00,Used Vehicle,Finance,"$16,500.00 "
62650-2726,1GCEC19C68Z294687,29153A,"$14,990.00 ",2008,CHEVROLET,SILVERADO 1500,0,CEFCU,8/15/2017 0:00,Used Vehicle,Finance,"$14,990.00 "
62711,3C6TRVDD3GE102480,29343A,"$34,990.00 ",2016,DODGE TRUCK,RAM CARGO VAN,0,HEARTLAND CREDIT UNION,10/31/2017 0:00,Used Vehicle,Finance,"$31,848.00 "
62704,1FDXE4FS7EDA13050,29305A,"$25,000.00 ",2014,FORD,ECONOLINE COMMERCIAL CUTA,0,,10/31/2017 0:00,Used Vehicle,Cash,"$25,000.00 "
62353,2C4RC1BG6ER340197,29409A,"$16,990.00 ",2014,CHRYSLER,TOWN & COUNTRY,0,CEFCU,11/1/2017 0:00,Used Vehicle,Finance,"$15,986.00 "
62711,5TDJZRFHXHS396085,45869A,"$36,494.00 ",2017,TOYOTA,HIGHLANDER,0,,11/2/2017 0:00,Used Vehicle,Cash,"$36,494.00 "
62812,KNDCB3LC1H5084178,K29412,"$24,334.00 ",2017,KIA,NIRO,100000,CHRYSLER CAPITAL,11/2/2017 0:00,New Vehicle,Finance,"$25,140.00 "
62702-4772,4S4BSANC4J3261090,45921,"$36,639.00 ",2018,SUBARU,OUTBACK,0,,11/8/2017 0:00,Used Vehicle,Cash,"$32,793.90 "
62671-4047,1C6RR7NT5HS860055,29441,"$52,573.00 ",2017,RAM,1500 (5.7L),0,CEFCU,11/8/2017 0:00,New Vehicle,Finance,"$48,918.00 "
62704,4T3BA3BB6AU015380,K29488A,"$15,990.00 ",2010,TOYOTA,VENZA,0,JP MORGAN CHASE BANK NA,11/10/2017 0:00,Used Vehicle,Finance,"$12,486.00 "
62650,3C6RR7LT3HG793840,29601,"$48,135.00 ",2017,RAM,1500,0,HEARTLAND CREDIT UNION,1/26/2018 0:00,New Vehicle,Finance,"$46,202.00 "
62501,3C4PDCBG9GT122710,29521A,"$18,990.00 ",2016,DODGE,JOURNEY (3.6L),0,PRESTIGE FINANCIAL SERVICES INC,1/26/2018 0:00,Used Vehicle,Finance,"$16,790.00 "
62703,4B3AG42G75E024999,K29424A,$101.00 ,2005,DODGE,STRATUS CPE,0,,1/26/2018 0:00,Used Vehicle,Cash,$101.00 
62681,1C6RR7KT0DS702611,2106C,"$27,990.00 ",2013,RAM,1500,0,PRESTIGE FINANCIAL SERVICES INC,1/27/2018 0:00,Used Vehicle,Finance,"$22,970.00 "
61833,KNDPNCAC0H7245703,K29280,"$28,650.00 ",2017,KIA,SPORTAGE,0,TIDEWATER FINANCE COMPANY,1/27/2018 0:00,New Vehicle,Finance,"$26,500.00 "
62703,1B7HF13Y4XJ574839,29341B,"$7,990.00 ",1999,DODGE TRUCK,RAM 1500,0,,1/30/2018 0:00,Used Vehicle,Cash,"$5,200.00 "
62711,JF1SG656X4H711240,46049A,"$3,599.00 ",2004,SUBARU,FORESTER,0,,1/31/2018 0:00,Used Vehicle,Cash,"$2,700.00 "
62305,3C6JR7DT4GG207706,29679C,"$22,990.00 ",2016,RAM,1500 (5.7L),0,,5/10/2018 0:00,Used Vehicle,Cash,"$20,000.00 "
62702,3KPFL4A79JE247675,K29601,"$19,795.00 ",2018,KIA,FORTE,0,CEFCU,5/10/2018 0:00,Used Vehicle,Finance,"$19,844.00 "
62703,2G1WA5E32F1140922,46151A,"$13,990.00 ",2015,CHEVROLET,IMPALA LIMITED,36000,PNC BANK NA,5/12/2018 0:00,Used Vehicle,Finance,"$12,515.00 "
62629,2A4RR8DG4BR714168,46194A,"$13,999.00 ",2011,CHRYSLER,TOWN & COUNTRY (3.6L),36000,CAPITAL ONE AUTO FINANCE,5/12/2018 0:00,Used Vehicle,Finance,"$13,999.00 "
62677,2GNALPEK8C6356083,88805A,"$8,990.00 ",2012,CHEVROLET,EQUINOX,0,CEFCU,5/14/2018 0:00,Used Vehicle,Finance,"$7,986.69 "
61938,1G1ZU54814F169657,46034A,"$3,849.88 ",2004,CHEVROLET,MALIBU,0,,5/15/2018 0:00,Used Vehicle,Cash,"$3,849.88 "
62704,1G1PC5SB0F7282540,29355B,"$13,990.00 ",2015,CHEVROLET,CRUZE,36000,CEFCU,5/15/2018 0:00,Used Vehicle,Finance,"$11,500.00 "
62702,1FAFP4448WF236532,29788A,$921.67 ,1998,FORD,MUSTANG,0,,5/15/2018 0:00,Used Vehicle,Cash,$921.67 
62801,4A3AE75H83E025844,29766AA,"$2,750.64 ",2003,MITSUBISHI,ECLIPSE GTS,0,,5/17/2018 0:00,Used Vehicle,Cash,"$2,750.64 "
62650,1C6RR7LT4JS175814,29633,"$50,209.00 ",2018,RAM,1500,60000,HEARTLAND CREDIT UNION,5/18/2018 0:00,New Vehicle,Finance,"$47,411.00 "
62704,3FA6P0HR3DR361243,46225A,"$12,995.00 ",2013,FORD,FUSION,0,AMERICREDIT FINANCIAL SERVICES INC,7/20/2018 0:00,Used Vehicle,Finance,"$11,617.00 "
60636,3FA6P0K90GR400237,29650A,"$17,990.00 ",2016,FORD,FUSION,0,REGIONAL ACCEPTANCE CORP,7/21/2018 0:00,Used Vehicle,Finance,"$15,999.00 "
61822,1FMCU9J90FUB90043,K29676A,"$19,990.00 ",2015,FORD,ESCAPE,0,TIDEWATER FINANCE COMPANY,7/21/2018 0:00,Used Vehicle,Finance,"$17,769.00 "
62363,3C4PDCAB3JT439752,29891,"$24,984.00 ",2018,DODGE,JOURNEY (2.4L),71990,CHRYSLER CAPITAL,7/21/2018 0:00,New Vehicle,Finance,"$24,960.00 "
62704,2C3CDXHG9JH289618,29808,"$37,949.00 ",2018,DODGE,CHARGER,49953,,7/24/2018 0:00,New Vehicle,Cash,"$36,750.00 "
1534,JF2GTAAC6JH348961,46253,"$23,990.00 ",2018,SUBARU,CROSSTREK,0,,7/26/2018 0:00,New Vehicle,Cash,"$22,173.00 "
49660,2C4RDGBG2ER361807,29761A,"$14,900.00 ",2014,DODGE,GRAND CARAVAN (3.6L),0,ALLY FINANCIAL,7/26/2018 0:00,Used Vehicle,Finance,"$9,362.80 "
61705,JF1ZCAC1XE8600645,K29645A,"$22,990.00 ",2014,SUBARU,BRZ,0,,8/25/2018 0:00,Used Vehicle,Cash,"$17,500.00 "
62519,1C6RR6FG7JS324547,29870,"$35,099.00 ",2018,RAM,1500,60000,CAPITAL ONE AUTO FINANCE,8/25/2018 0:00,New Vehicle,Finance,"$34,274.00 "
60174,3KPFL4A77JE261722,K29681,"$19,920.00 ",2018,KIA,FORTE,75000,CAPITAL ONE AUTO FINANCE,8/25/2018 0:00,New Vehicle,Finance,"$18,655.00 "
62703,KNDPB3A21D7357789,K29597B,"$13,990.00 ",2013,KIA,SPORTAGE,0,HERITAGE ACCEPTANCE CORP,8/25/2018 0:00,Used Vehicle,Finance,"$12,145.25 "
62629,5NPET46C69H508589,46044A,"$7,990.00 ",2009,HYUNDAI,SONATA,0,HEARTLAND CREDIT UNION,8/27/2018 0:00,Used Vehicle,Finance,"$5,200.00 "
61842,JF2GTAJC7JH342179,46219,"$28,222.00 ",2018,SUBARU,CROSSTREK,0,,8/27/2018 0:00,New Vehicle,Cash,"$25,877.00 "
62704,4S4BSBNC2G3251558,46289A,"$26,990.00 ",2016,SUBARU,OUTBACK,75000,CEFCU,8/28/2018 0:00,Used Vehicle,Finance,"$25,756.00 "
62675,1G6DG5EG8A0115689,K29695A,"$12,990.00 ",2010,CADILLAC,CTS,0,HEARTLAND CREDIT UNION,8/29/2018 0:00,Used Vehicle,Finance,"$11,000.00 "
62704,KNDCB3LCXJ5204680,K29693,"$26,369.00 ",2018,KIA,NIRO,100000,KIA MOTORS FINANCE,8/29/2018 0:00,New Vehicle,Finance,"$24,800.00 "
61501,JF2SJABC0JH609564,46298,"$25,762.00 ",2018,SUBARU,FORESTER 2.5I CVT,0,JP MORGAN CHASE BANK NA,8/30/2018 0:00,New Vehicle,Finance,"$24,589.00 "
58601,4S3GTAL68J3749561,46214,"$27,602.00 ",2018,SUBARU,IMPREZA,0,JP MORGAN CHASE BANK NA,8/30/2018 0:00,New Vehicle,Finance,"$25,223.00 "
61571,JF2SJGWC6JH604415,46285,"$38,968.00 ",2018,SUBARU,FORESTER,72000,JP MORGAN CHASE BANK NA,8/30/2018 0:00,New Vehicle,Finance,"$35,377.00 "
62661,2C3CDZBT8JH112608,29997,"$36,480.00 ",2018,DODGE,CHALLENGER,75000,CEFCU,8/31/2018 0:00,New Vehicle,Finance,"$34,250.00 "
61858,1C6RR7KM6HS531264,29455M,"$46,519.00 ",2017,RAM,1500,0,US BANK NA,8/31/2018 0:00,Used Vehicle,Finance,"$34,990.00 "
54165,2D8GP44LX7R143593,19305A,"$11,893.00 ",2007,DODGE,GRAND CARAVAN,0,US BANK NA,12/29/2008 0:00,Used Vehicle,Finance,"$11,893.00 "
62667,2G1WW12EX39314913,K23085A,"$7,927.00 ",2003,CHEVROLET,MONTE CARLO,0,CONVERSION - DO NOT USE,12/30/2008 0:00,Used Vehicle,Cash,"$7,927.00 "
62702,2D4GP44L87R119066,99271A,"$11,952.00 ",2007,DODGE,GRAND CARAVAN,75000,HEARTLAND CREDIT UNION,12/31/2008 0:00,Used Vehicle,Finance,"$11,952.00 "
62704,1G8JW84R71Y536533,K23100A,"$5,375.00 ",2001,SATURN,LW300,0,CONVERSION - DO NOT USE,12/31/2008 0:00,Used Vehicle,Finance,"$5,375.00 "
62025,4S4WX92D394401442,40834,"$35,617.00 ",2009,SUBARU,TRIBECA,0,CONVERSION - DO NOT USE,12/31/2008 0:00,New Vehicle,Lease,"$33,180.00 "
62563,1D7HE48K75S262990,20097A,"$12,137.00 ",2005,DODGE TRUCK,DAKOTA,0,CONVERSION - DO NOT USE,12/31/2008 0:00,Used Vehicle,Cash,"$12,137.00 "
62301,3D6WD78A58G172417,19695,"$51,220.00 ",2008,DODGE TRUCK,RAM CC 5500,0,CONVERSION - DO NOT USE,12/31/2008 0:00,New Vehicle,Cash,"$51,220.00 "
62629,1G8AJ52F84Z117109,40748B,"$6,367.00 ",2004,SATURN,ION,0,CONVERSION - DO NOT USE,12/31/2008 0:00,Used Vehicle,Cash,"$6,367.00 "
62707,2B3LA53H68H127479,19698,"$33,041.00 ",2008,DODGE,CHARGER,0,CONVERSION - DO NOT USE,12/31/2008 0:00,New Vehicle,Cash,"$33,041.00 "
62556,KNAGE123375143855,99312,"$8,897.00 ",2007,KIA,OPTIMA,0,CONVERSION - DO NOT USE,1/2/2009 0:00,Used Vehicle,Cash,"$8,897.00 "
61614,JF1GH60699G806816,40815,"$19,244.00 ",2009,SUBARU,IMPREZA WAGON,0,JP MORGAN CHASE BANK NA,1/2/2009 0:00,New Vehicle,Finance,"$19,244.00 "
63459,KNDJE723387463338,99276,"$13,936.00 ",2008,KIA,SPORTAGE,100000,CONVERSION - DO NOT USE,1/3/2009 0:00,Used Vehicle,Finance,"$13,936.00 "
62236,1HGFA16846L069258,K23154A,"$12,638.00 ",2006,HONDA,CIVIC,100000,CONVERSION - DO NOT USE,1/3/2009 0:00,Used Vehicle,Finance,"$12,638.00 "
62650,1HGFA16507L014393,19649B,"$12,976.00 ",2007,HONDA,CIVIC,0,US BANK NA,1/5/2009 0:00,Used Vehicle,Finance,"$12,976.00 "
62704,KNAGD126325101174,99303A,"$4,500.00 ",2002,KIA,OPTIMA,0,PREMIER BANK OF JACKSONVILLE,3/14/2009 0:00,Used Vehicle,Finance,"$4,500.00 "
61415,3D7MX49CX6G240281,99331A,"$25,372.35 ",2006,DODGE TRUCK,MEGA CAB 3500,0,CONVERSION - DO NOT USE,3/16/2009 0:00,Used Vehicle,Cash,"$25,372.35 "
62711,JM3LW28J460556834,20132A,"$12,200.00 ",2006,MAZDA,MPV,0,CONVERSION - DO NOT USE,3/16/2009 0:00,Used Vehicle,Cash,"$12,200.00 "
62548,2D4GP24RX5R111850,20081A,"$8,990.00 ",2005,DODGE,GRAND CARAVAN,100742,PREMIER BANK OF JACKSONVILLE,3/16/2009 0:00,Used Vehicle,Finance,"$8,990.00 "
62561,2A8HR44H68R762095,P8037,"$13,929.00 ",2008,CHRYSLER,TOWN & COUNTRY,75000,REGIONAL ACCEPTANCE CORP,3/16/2009 0:00,Used Vehicle,Finance,"$13,929.00 "
62702,1D3HB18K39S746296,20286,"$24,263.00 ",2009,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,3/18/2009 0:00,New Vehicle,Cash,"$24,263.00 "
62664,2D8GP44L76R900349,20201A,"$8,500.00 ",2006,DODGE,GRAND CARAVAN,0,PREMIER BANK OF JACKSONVILLE,3/20/2009 0:00,Used Vehicle,Finance,"$8,500.00 "
62675,JM1BK32F681106089,34098A,"$13,480.00 ",2008,MAZDA,MAZDA3,0,CONVERSION - DO NOT USE,3/20/2009 0:00,Used Vehicle,Finance,"$13,480.00 "
61745,4S4BP61CX97338506,40853,"$24,494.00 ",2009,SUBARU,OUTBACK WAGON,0,CONVERSION - DO NOT USE,3/21/2009 0:00,New Vehicle,Cash,"$24,494.00 "
62615,2D4GP44L05R472026,20180A,"$7,779.00 ",2005,DODGE,GRAND CARAVAN,0,PREMIER BANK OF JACKSONVILLE,3/23/2009 0:00,Used Vehicle,Finance,"$7,779.00 "
62629,2B3KA53H96H137139,20294A,"$17,759.35 ",2006,DODGE,CHARGER,0,CONVERSION - DO NOT USE,3/24/2009 0:00,Used Vehicle,Cash,"$17,759.35 "
62557,1G1ZS52F85F205157,19570A,"$6,785.00 ",2005,CHEVROLET,MALIBU,0,CONVERSION - DO NOT USE,3/26/2009 0:00,Used Vehicle,Cash,"$6,785.00 "
62670,JA3AU86W69U022995,35050,"$20,821.16 ",2009,MITSUBISHI,LANCER,100000,CHRYSLER CAPITAL,3/26/2009 0:00,New Vehicle,Finance,"$20,821.16 "
62711,JF1SG65646H743278,40742A,"$14,096.00 ",2006,SUBARU,FORESTER,0,HEARTLAND CREDIT UNION,3/26/2009 0:00,Used Vehicle,Finance,"$14,096.00 "
62869,4A4MN31S34E068346,K23106AA,"$8,770.00 ",2004,MITSUBISHI,ENDEAVOR,0,CONVERSION - DO NOT USE,3/27/2009 0:00,Used Vehicle,Cash,"$8,770.00 "
49617-3965,KNALD124765098220,P8008B,"$13,243.00 ",2006,KIA,AMANTI,0,PREMIER BANK OF JACKSONVILLE,3/27/2009 0:00,Used Vehicle,Finance,"$13,243.00 "
